S.No,Latitude,Longitude,Elevation (m),Slope (°),Annual Rainfall (mm),Clay content (%),Sand content (%),Silt content (%),Vol. water content at -10 kPa (%),Vol. water content at -33 kPa (%),Vol. water content at -1500 kPa (%),Soil moisture (m³/m³),Land cover,Distance to road (m),State,District,Subdivision / Taluk,Material Involved,Initiation Year,Elevation Band,Slope Band,Rainfall Band,Road Distance Band,Decade,Elevation Band Sort,Slope Band Sort,Rainfall Band Sort,Road Distance Band Sort
19868,29.491556,80.130528,553.0,34.17,1909.0,22.3,36.1,41.6,37.3,32.0,13.8,0.138,Built-up,5.4,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2014,500–1000 m,30–40°,1500–2000 mm,0–10 m,2010s,2,4,2,1
19870,29.493381,80.152911,758.0,40.36,1818.0,24.5,30.4,45.1,38.6,33.7,14.8,0.148,Tree cover,34.9,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2009,500–1000 m,40–50°,1500–2000 mm,10–50 m,2000s,2,5,2,2
19871,29.493782,79.899406,959.0,24.39,1822.0,24.0,33.5,42.5,39.8,33.5,16.5,0.165,Tree cover,9.1,Uttarakhand,Almora,Bhanoli,Rock,2016,500–1000 m,20–30°,1500–2000 mm,0–10 m,2010s,2,3,2,1
19876,29.49553,80.139212,918.0,36.9,1854.0,23.7,35.6,40.7,38.0,34.1,14.2,0.142,Grassland,197.2,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2012,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
19878,29.495737,80.112035,629.0,41.73,1903.0,23.0,35.0,42.0,37.8,32.4,13.7,0.137,Grassland,176.9,Uttarakhand,Champawat,Barakot,Rock,2012,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
19879,29.495945,80.000591,655.0,47.16,1910.0,23.1,35.6,41.3,38.0,32.9,14.4,0.144,Grassland,293.9,Uttarakhand,Almora,Dhyari,Rock,2006,500–1000 m,40–50°,1500–2000 mm,100–500 m,2000s,2,5,2,4
19881,29.496397,80.145302,962.0,37.43,1828.0,23.7,35.9,40.4,38.0,34.1,14.2,0.142,Tree cover,33.1,Uttarakhand,Pithoragarh,Pithoragarh,Debris,2009,500–1000 m,30–40°,1500–2000 mm,10–50 m,2000s,2,4,2,2
19882,29.496931,80.012234,720.0,32.62,1918.0,23.0,35.2,41.8,39.0,33.3,15.0,0.15,Grassland,834.6,Uttarakhand,Almora,Dhyari,Rock,2012,500–1000 m,30–40°,1500–2000 mm,500–1000 m,2010s,2,4,2,5
19883,29.49699,80.00083,722.0,46.09,1910.0,23.1,35.5,41.4,38.0,32.9,14.4,0.144,Tree cover,373.2,Uttarakhand,Almora,Dhyari,Rock,2014,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
19885,29.497892,79.998586,634.0,19.91,1914.0,23.2,36.1,40.7,38.0,32.9,14.4,0.144,Grassland,246.2,Uttarakhand,Almora,Dhyari,Rock,2012,500–1000 m,10–20°,1500–2000 mm,100–500 m,2010s,2,2,2,4
19887,29.498295,79.142698,467.0,31.95,1768.0,24.4,33.8,41.9,37.8,33.7,14.6,0.146,Tree cover,449.9,Uttarakhand,Nainital,Nainital,Rock,2013,0–500 m,30–40°,1500–2000 mm,100–500 m,2010s,1,4,2,4
19889,29.498674,80.124267,616.0,50.58,1906.0,22.6,35.8,41.6,37.8,33.4,13.9,0.139,Tree cover,76.5,Uttarakhand,Champawat,Barakot,Rock,2006,500–1000 m,>50°,1500–2000 mm,50–100 m,2000s,2,6,2,3
19890,29.498759,80.104137,695.0,40.84,1890.0,23.3,35.4,41.3,37.8,32.2,14.6,0.146,Grassland,166.8,Uttarakhand,Champawat,Barakot,Rock,2014,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
19891,29.49879,79.887989,962.0,31.12,1853.0,23.0,33.6,43.4,39.5,34.8,16.2,0.162,Grassland,46.1,Uttarakhand,Almora,Bhanoli,Rock,2011,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
19892,29.498861,79.991472,753.0,39.44,1853.0,22.7,36.3,41.1,38.2,32.9,14.3,0.143,Built-up,1.1,Uttarakhand,Almora,Dhyari,Rock,2005,500–1000 m,30–40°,1500–2000 mm,0–10 m,2000s,2,4,2,1
19893,29.49942,80.101188,752.0,28.35,1890.0,26.2,33.3,40.5,37.8,32.2,14.6,0.146,Grassland,115.1,Uttarakhand,Champawat,Barakot,Rock,2014,500–1000 m,20–30°,1500–2000 mm,100–500 m,2010s,2,3,2,4
19894,29.499696,80.099342,842.0,39.5,1766.0,26.8,33.6,39.6,37.8,32.2,14.6,0.146,Grassland,19.3,Uttarakhand,Champawat,Barakot,Rock,2014,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
19898,29.500501,79.482274,1019.0,47.21,1873.0,25.2,33.0,41.7,39.0,33.0,16.8,0.168,Tree cover,101.9,Uttarakhand,Almora,Ranikhet,Debris,2013,1000–1500 m,40–50°,1500–2000 mm,100–500 m,2010s,3,5,2,4
19902,29.502053,79.420426,1479.0,42.92,1821.0,22.6,33.1,44.4,39.8,35.1,17.8,0.178,Tree cover,992.2,Uttarakhand,Nainital,Kosya Kutauli,Rock,2014,1000–1500 m,40–50°,1500–2000 mm,500–1000 m,2010s,3,5,2,5
19903,29.50211,79.481801,906.0,39.57,1873.0,25.5,32.4,42.1,39.5,33.6,16.7,0.167,Tree cover,18.5,Uttarakhand,Almora,Ranikhet,Debris,2013,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
19908,29.504573,79.203445,955.0,31.34,1845.0,25.4,34.7,39.9,38.9,31.2,16.1,0.161,Tree cover,977.3,Uttarakhand,Nainital,Nainital,Rock,2014,500–1000 m,30–40°,1500–2000 mm,500–1000 m,2010s,2,4,2,5
19909,29.50538,79.444287,876.0,34.2,1878.0,24.1,33.6,42.4,39.6,33.7,16.9,0.169,Tree cover,290.0,Uttarakhand,Nainital,Kosya Kutauli,Rock,2017,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
19911,29.505747,80.292536,1651.0,42.9,1547.0,23.0,30.5,46.5,37.8,34.7,14.9,0.149,Tree cover,13.7,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2014,1500–2000 m,40–50°,1500–2000 mm,10–50 m,2010s,4,5,2,2
19915,29.506008,80.292774,1645.0,44.03,1547.0,23.0,30.5,46.5,37.8,34.7,14.9,0.149,Grassland,14.1,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2014,1500–2000 m,40–50°,1500–2000 mm,10–50 m,2010s,4,5,2,2
19919,29.507372,80.294053,1642.0,22.87,1547.0,23.0,30.5,46.5,37.8,34.7,14.9,0.149,Built-up,5.0,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2014,1500–2000 m,20–30°,1500–2000 mm,0–10 m,2010s,4,3,2,1
19925,29.509016,80.303447,1631.0,32.59,1572.0,22.7,31.0,46.3,38.5,34.9,16.6,0.166,Tree cover,5.8,Uttarakhand,Pithoragarh,Pithoragarh,Debris,2011,1500–2000 m,30–40°,1500–2000 mm,0–10 m,2010s,4,4,2,1
19928,29.509503,79.452938,879.0,46.44,1839.0,25.2,32.3,42.6,39.0,34.1,16.4,0.164,Grassland,22.1,Uttarakhand,Nainital,Kosya Kutauli,Rock,2017,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
19933,29.510069,79.039045,915.0,28.75,1822.0,27.4,34.7,37.9,38.6,34.9,16.3,0.163,Tree cover,2323.8,Uttarakhand,Nainital,Ramnagar,Rock,2011,500–1000 m,20–30°,1500–2000 mm,>1000 m,2010s,2,3,2,6
19951,29.512947,79.04282,967.0,30.19,1823.0,28.5,34.4,37.1,38.6,34.9,16.3,0.163,Tree cover,2513.9,Uttarakhand,Nainital,Ramnagar,Rock,2011,500–1000 m,30–40°,1500–2000 mm,>1000 m,2010s,2,4,2,6
19953,29.513349,79.438197,883.0,38.55,1872.0,24.1,33.3,42.6,39.7,34.4,17.2,0.172,Tree cover,20.3,Uttarakhand,Nainital,Kosya Kutauli,Debris,2014,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
19955,29.51404,79.479387,930.0,45.48,1859.0,25.8,31.6,42.6,39.2,33.2,16.8,0.168,Tree cover,17.6,Uttarakhand,Almora,Ranikhet,Rock,2013,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
19962,29.515572,79.435206,877.0,38.97,1872.0,24.2,33.1,42.7,39.7,34.4,17.2,0.172,Grassland,30.3,Uttarakhand,Nainital,Kosya Kutauli,Debris,2014,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
19967,29.516336,79.480038,949.0,47.74,1859.0,26.0,31.6,42.4,39.2,33.2,16.8,0.168,Tree cover,19.8,Uttarakhand,Almora,Ranikhet,Rock,2013,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
19974,29.517852,79.456513,1353.0,51.7,1808.0,23.6,31.2,45.2,39.6,34.0,16.7,0.167,Grassland,295.5,Uttarakhand,Almora,Ranikhet,Rock,2014,1000–1500 m,>50°,1500–2000 mm,100–500 m,2010s,3,6,2,4
19975,29.518165,79.480328,913.0,35.28,1851.0,25.7,31.5,42.8,39.2,33.2,16.8,0.168,Built-up,11.4,Uttarakhand,Almora,Ranikhet,Rock,2014,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
19976,29.51827,79.433167,851.0,45.36,1866.0,23.6,33.6,42.8,39.3,34.7,17.1,0.171,Grassland,16.1,Uttarakhand,Nainital,Kosya Kutauli,Debris,2014,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
19978,29.518646,79.480334,918.0,42.36,1851.0,25.7,31.7,42.6,39.6,33.4,16.7,0.167,Built-up,10.0,Uttarakhand,Almora,Ranikhet,Rock,2013,500–1000 m,40–50°,1500–2000 mm,0–10 m,2010s,2,5,2,1
19979,29.5191,79.4066,1398.0,32.45,1810.0,24.5,33.3,42.2,39.1,35.1,16.9,0.169,Tree cover,584.8,Uttarakhand,Nainital,Kosya Kutauli,Rock,2011,1000–1500 m,30–40°,1500–2000 mm,500–1000 m,2010s,3,4,2,5
19980,29.519314,80.311266,1535.0,39.99,1561.0,23.1,31.4,45.5,38.4,34.5,16.7,0.167,Tree cover,10.5,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2017,1500–2000 m,30–40°,1500–2000 mm,10–50 m,2010s,4,4,2,2
19982,29.519744,79.425581,868.0,30.49,1866.0,24.0,33.6,42.5,39.4,34.0,16.7,0.167,Grassland,363.1,Uttarakhand,Nainital,Kosya Kutauli,Debris,2014,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
19983,29.519993,79.254702,1365.0,54.44,1821.0,23.0,34.0,42.9,39.4,34.6,15.8,0.158,Bare / sparse vegetation,175.4,Uttarakhand,Nainital,Betalghat,Rock,2014,1000–1500 m,>50°,1500–2000 mm,100–500 m,2010s,3,6,2,4
19985,29.5203,79.4257,854.0,37.43,1866.0,24.0,33.6,42.5,39.4,34.0,16.7,0.167,Grassland,403.7,Uttarakhand,Nainital,Kosya Kutauli,Debris,2014,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
19987,29.520718,79.411128,1236.0,40.61,1821.0,24.2,33.8,42.1,39.1,35.1,16.9,0.169,Tree cover,330.5,Uttarakhand,Nainital,Kosya Kutauli,Rock,2011,1000–1500 m,40–50°,1500–2000 mm,100–500 m,2010s,3,5,2,4
19990,29.520998,79.191923,758.0,44.32,1821.0,25.3,33.2,41.5,38.6,34.2,14.7,0.147,Tree cover,1450.6,Uttarakhand,Nainital,Nainital,Rock,2014,500–1000 m,40–50°,1500–2000 mm,>1000 m,2010s,2,5,2,6
19991,29.521163,79.406882,1203.0,43.8,1810.0,24.7,33.4,41.9,39.1,35.1,16.9,0.169,Tree cover,368.5,Uttarakhand,Nainital,Kosya Kutauli,Rock,2014,1000–1500 m,40–50°,1500–2000 mm,100–500 m,2010s,3,5,2,4
19992,29.521563,79.179942,845.0,40.64,1830.0,26.5,36.3,37.2,39.1,34.3,15.5,0.155,Tree cover,1847.4,Uttarakhand,Nainital,Nainital,Rock,2011,500–1000 m,40–50°,1500–2000 mm,>1000 m,2010s,2,5,2,6
19994,29.521748,79.431384,873.0,31.25,1866.0,23.2,33.9,42.9,39.4,34.0,16.7,0.167,Tree cover,64.3,Uttarakhand,Nainital,Betalghat,Debris,2013,500–1000 m,30–40°,1500–2000 mm,50–100 m,2010s,2,4,2,3
19995,29.52181,79.410112,1143.0,34.23,1821.0,24.0,33.2,42.8,39.1,35.1,16.9,0.169,Grassland,212.3,Uttarakhand,Nainital,Kosya Kutauli,Rock,2011,1000–1500 m,30–40°,1500–2000 mm,100–500 m,2010s,3,4,2,4
19996,29.522051,79.430568,853.0,34.47,1866.0,23.3,34.1,42.6,39.4,34.0,16.7,0.167,Grassland,25.1,Uttarakhand,Nainital,Kosya Kutauli,Rock,2011,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
19998,29.5232,79.421,928.0,30.77,1849.0,24.2,32.9,42.9,39.4,34.6,17.0,0.17,Grassland,54.9,Uttarakhand,Nainital,Kosya Kutauli,Debris,2011,500–1000 m,30–40°,1500–2000 mm,50–100 m,2010s,2,4,2,3
20000,29.523619,79.400202,1354.0,36.89,1810.0,24.4,33.4,42.3,39.7,35.2,16.4,0.164,Tree cover,701.7,Uttarakhand,Nainital,Betalghat,Rock,2014,1000–1500 m,30–40°,1500–2000 mm,500–1000 m,2010s,3,4,2,5
20001,29.52376,79.245055,1133.0,36.97,1820.0,22.3,34.0,43.7,40.0,35.6,16.1,0.161,Tree cover,588.5,Uttarakhand,Nainital,Betalghat,Rock,2014,1000–1500 m,30–40°,1500–2000 mm,500–1000 m,2010s,3,4,2,5
20002,29.5241,79.4221,867.0,22.06,1849.0,24.2,32.9,42.9,39.4,34.6,17.0,0.17,Grassland,189.2,Uttarakhand,Nainital,Kosya Kutauli,Debris,2011,500–1000 m,20–30°,1500–2000 mm,100–500 m,2010s,2,3,2,4
20003,29.5243,79.4211,910.0,27.6,1849.0,23.8,32.2,43.9,39.4,34.6,17.0,0.17,Tree cover,170.1,Uttarakhand,Nainital,Kosya Kutauli,Debris,2011,500–1000 m,20–30°,1500–2000 mm,100–500 m,2010s,2,3,2,4
20007,29.52546,79.419857,924.0,38.38,1854.0,24.0,32.7,43.3,39.4,34.6,17.0,0.17,Tree cover,130.6,Uttarakhand,Nainital,Kosya Kutauli,Rock,2011,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20010,29.527171,79.483819,953.0,37.72,1811.0,25.4,31.3,43.3,39.6,33.4,16.7,0.167,Tree cover,23.3,Uttarakhand,Almora,Ranikhet,Rock,2011,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
20014,29.528231,79.483996,953.0,35.37,1811.0,24.6,31.9,43.5,39.1,33.6,16.7,0.167,Tree cover,22.4,Uttarakhand,Almora,Ranikhet,Rock,2013,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
20015,29.528449,79.405771,1106.0,49.54,1811.0,23.0,32.6,44.4,39.1,35.1,16.8,0.168,Grassland,74.1,Uttarakhand,Nainital,Betalghat,Rock,2014,1000–1500 m,40–50°,1500–2000 mm,50–100 m,2010s,3,5,2,3
20017,29.528885,79.24196,833.0,40.01,1819.0,21.0,33.4,45.6,39.0,35.1,16.1,0.161,Grassland,252.4,Uttarakhand,Nainital,Betalghat,Rock,2014,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
20018,29.5291,79.0842,534.0,37.05,1757.0,23.7,34.9,41.4,38.0,30.4,16.0,0.16,Tree cover,193.5,Uttarakhand,Nainital,Ramnagar,Rock,2011,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20022,29.5316,79.0723,591.0,40.27,1771.0,23.7,34.8,41.5,38.3,30.5,15.5,0.155,Tree cover,145.3,Uttarakhand,Nainital,Ramnagar,Rock,2011,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
20024,29.532394,80.254608,1713.0,32.6,1613.0,22.5,31.9,45.6,39.3,35.8,16.7,0.167,Tree cover,9.6,Uttarakhand,Pithoragarh,Pithoragarh,Debris,2017,1500–2000 m,30–40°,1500–2000 mm,0–10 m,2010s,4,4,2,1
20025,29.532398,79.081261,637.0,35.89,1766.0,24.0,34.5,41.5,38.0,30.4,16.0,0.16,Grassland,298.3,Uttarakhand,Nainital,Ramnagar,Rock,2011,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20029,29.534144,79.404779,1041.0,39.14,1829.0,22.9,32.5,44.6,39.1,35.1,16.8,0.168,Grassland,35.6,Uttarakhand,Nainital,Betalghat,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,10–50 m,2010s,3,4,2,2
20031,29.535843,79.421161,957.0,35.02,1823.0,23.6,34.1,42.4,38.9,34.3,16.3,0.163,Grassland,445.3,Uttarakhand,Nainital,Betalghat,Rock,2014,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20032,29.5366,79.4069,828.0,34.1,1829.0,23.9,33.8,42.2,39.1,35.1,16.8,0.168,Tree cover,272.5,Uttarakhand,Nainital,Betalghat,Rock,2011,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20040,29.538235,79.238718,842.0,42.02,1820.0,25.0,31.5,43.5,39.4,35.2,15.6,0.156,Grassland,17.7,Uttarakhand,Almora,Machhor,Rock,2014,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
20045,29.540628,79.261451,915.0,45.07,1817.0,25.1,32.9,42.0,38.4,35.6,16.0,0.16,Tree cover,663.0,Uttarakhand,Nainital,Betalghat,Rock,2014,500–1000 m,40–50°,1500–2000 mm,500–1000 m,2010s,2,5,2,5
20047,29.542579,79.413485,953.0,38.17,1817.0,23.3,33.8,42.9,39.5,34.0,16.3,0.163,Tree cover,490.5,Uttarakhand,Nainital,Betalghat,Rock,2014,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20058,29.545642,79.197311,821.0,34.93,1803.0,23.2,35.6,41.2,40.2,35.4,15.5,0.155,Grassland,143.2,Uttarakhand,Almora,Machhor,Rock,2011,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20065,29.547152,80.284095,1496.0,23.83,1574.0,21.5,28.8,49.8,38.6,35.4,16.0,0.16,Tree cover,2.3,Uttarakhand,Pithoragarh,Pithoragarh,Debris,2017,1000–1500 m,20–30°,1500–2000 mm,0–10 m,2010s,3,3,2,1
20066,29.547198,79.338611,901.0,39.62,1820.0,25.3,33.6,41.1,39.4,33.7,16.1,0.161,Tree cover,744.5,Uttarakhand,Nainital,Betalghat,Rock,2010,500–1000 m,30–40°,1500–2000 mm,500–1000 m,2010s,2,4,2,5
20069,29.548203,79.341684,900.0,48.35,1807.0,25.7,33.0,41.3,39.4,33.7,16.1,0.161,Tree cover,627.5,Uttarakhand,Nainital,Betalghat,Rock,2010,500–1000 m,40–50°,1500–2000 mm,500–1000 m,2010s,2,5,2,5
20072,29.548741,79.337898,796.0,41.84,1820.0,25.3,33.2,41.5,39.4,33.7,16.1,0.161,Tree cover,588.5,Uttarakhand,Nainital,Betalghat,Rock,2010,500–1000 m,40–50°,1500–2000 mm,500–1000 m,2010s,2,5,2,5
20073,29.549047,79.255669,717.0,30.47,1802.0,24.8,32.3,42.9,39.0,34.6,16.0,0.16,Grassland,518.3,Uttarakhand,Nainital,Betalghat,Rock,2017,500–1000 m,30–40°,1500–2000 mm,500–1000 m,2010s,2,4,2,5
20074,29.549228,79.324747,808.0,35.63,1808.0,25.4,32.6,42.1,38.6,33.8,16.4,0.164,Grassland,333.1,Uttarakhand,Nainital,Betalghat,Rock,2014,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20075,29.54969,79.311012,830.0,45.96,1800.0,25.0,31.9,43.1,38.6,33.6,16.9,0.169,Bare / sparse vegetation,1107.5,Uttarakhand,Nainital,Betalghat,Rock,2011,500–1000 m,40–50°,1500–2000 mm,>1000 m,2010s,2,5,2,6
20077,29.550017,79.409123,870.0,54.22,1789.0,23.5,34.0,42.5,40.2,33.4,15.8,0.158,Bare / sparse vegetation,424.0,Uttarakhand,Nainital,Betalghat,Rock,2010,500–1000 m,>50°,1500–2000 mm,100–500 m,2010s,2,6,2,4
20078,29.5502,79.4119,1108.0,44.54,1789.0,23.3,33.2,43.5,40.2,33.4,15.8,0.158,Grassland,191.7,Uttarakhand,Nainital,Betalghat,Rock,2011,1000–1500 m,40–50°,1500–2000 mm,100–500 m,2010s,3,5,2,4
20079,29.550526,79.2206,1313.0,39.78,1801.0,21.9,31.3,46.8,39.8,34.5,15.3,0.153,Tree cover,215.7,Uttarakhand,Almora,Machhor,Rock,2014,1000–1500 m,30–40°,1500–2000 mm,100–500 m,2010s,3,4,2,4
20080,29.550571,79.309235,828.0,47.58,1805.0,25.5,32.4,42.1,38.6,33.6,16.9,0.169,Grassland,1028.8,Uttarakhand,Nainital,Betalghat,Rock,2011,500–1000 m,40–50°,1500–2000 mm,>1000 m,2010s,2,5,2,6
20081,29.551054,79.343474,790.0,15.74,1813.0,25.3,33.4,41.3,39.4,33.7,16.1,0.161,Tree cover,516.1,Uttarakhand,Nainital,Betalghat,Rock,2010,500–1000 m,10–20°,1500–2000 mm,500–1000 m,2010s,2,2,2,5
20083,29.551481,80.341195,581.0,47.8,1781.0,20.6,36.7,42.7,37.6,33.9,14.2,0.142,Grassland,1340.6,Uttarakhand,Pithoragarh,Pithoragarh,Debris,2014,500–1000 m,40–50°,1500–2000 mm,>1000 m,2010s,2,5,2,6
20084,29.5517,79.4084,907.0,49.59,1789.0,23.2,33.3,43.5,39.7,34.1,15.6,0.156,Tree cover,396.7,Uttarakhand,Nainital,Betalghat,Rock,2011,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
20085,29.551882,79.307892,816.0,42.57,1805.0,25.5,32.5,42.0,38.6,33.6,16.9,0.169,Tree cover,865.6,Uttarakhand,Nainital,Betalghat,Rock,2011,500–1000 m,40–50°,1500–2000 mm,500–1000 m,2010s,2,5,2,5
20086,29.551926,79.410945,1121.0,52.27,1789.0,23.4,33.5,43.1,40.2,33.4,15.8,0.158,Grassland,207.0,Uttarakhand,Nainital,Betalghat,Rock,2011,1000–1500 m,>50°,1500–2000 mm,100–500 m,2010s,3,6,2,4
20087,29.552966,79.285619,815.0,38.45,1804.0,25.1,32.8,42.1,38.6,34.2,15.9,0.159,Tree cover,1139.0,Uttarakhand,Nainital,Betalghat,Rock,2014,500–1000 m,30–40°,1500–2000 mm,>1000 m,2010s,2,4,2,6
20090,29.553321,79.281461,761.0,39.81,1799.0,24.4,33.9,41.7,38.6,34.2,15.9,0.159,Tree cover,797.3,Uttarakhand,Nainital,Betalghat,Rock,2014,500–1000 m,30–40°,1500–2000 mm,500–1000 m,2010s,2,4,2,5
20093,29.553724,79.193619,841.0,32.5,1790.0,23.4,35.1,41.5,40.2,35.4,15.5,0.155,Tree cover,8.9,Uttarakhand,Almora,Sult,Rock,2017,500–1000 m,30–40°,1500–2000 mm,0–10 m,2010s,2,4,2,1
20094,29.553982,79.249893,843.0,48.13,1794.0,24.3,33.6,42.1,39.4,34.7,15.2,0.152,Grassland,36.7,Uttarakhand,Almora,Machhor,Rock,2014,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
20095,29.5542,79.3492,813.0,40.3,1813.0,24.4,34.0,41.6,39.0,33.4,16.4,0.164,Tree cover,43.6,Uttarakhand,Nainital,Betalghat,Rock,2011,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
20096,29.55471,79.306447,783.0,31.61,1805.0,25.2,31.7,43.0,39.8,34.7,15.9,0.159,Tree cover,522.0,Uttarakhand,Nainital,Betalghat,Rock,2011,500–1000 m,30–40°,1500–2000 mm,500–1000 m,2010s,2,4,2,5
20097,29.555313,80.346067,542.0,46.81,1809.0,21.9,34.4,43.7,37.9,34.6,15.0,0.15,Grassland,916.6,Uttarakhand,Pithoragarh,Pithoragarh,Debris,2014,500–1000 m,40–50°,1500–2000 mm,500–1000 m,2010s,2,5,2,5
20098,29.555841,80.347144,525.0,35.54,1809.0,21.9,34.4,43.7,37.9,34.6,15.0,0.15,Grassland,842.9,Uttarakhand,Pithoragarh,Pithoragarh,Debris,2014,500–1000 m,30–40°,1500–2000 mm,500–1000 m,2010s,2,4,2,5
20099,29.556113,79.405966,957.0,42.84,1813.0,24.0,31.7,44.4,39.6,33.8,15.4,0.154,Tree cover,348.8,Uttarakhand,Nainital,Betalghat,Rock,2010,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
20100,29.5566,79.4019,916.0,52.24,1813.0,24.5,33.0,42.5,39.6,33.8,15.4,0.154,Grassland,313.2,Uttarakhand,Nainital,Betalghat,Rock,2011,500–1000 m,>50°,1500–2000 mm,100–500 m,2010s,2,6,2,4
20101,29.55698,79.196327,1054.0,37.53,1790.0,23.7,34.0,42.3,39.7,34.3,16.2,0.162,Grassland,365.8,Uttarakhand,Almora,Sult,Rock,2011,1000–1500 m,30–40°,1500–2000 mm,100–500 m,2010s,3,4,2,4
20104,29.558407,79.400222,1025.0,51.8,1786.0,23.6,32.3,44.1,40.1,33.2,15.7,0.157,Grassland,183.7,Uttarakhand,Nainital,Betalghat,Rock,2011,1000–1500 m,>50°,1500–2000 mm,100–500 m,2010s,3,6,2,4
20105,29.558795,79.453735,1223.0,42.06,1786.0,24.7,31.3,44.0,39.5,33.7,16.2,0.162,Tree cover,37.2,Uttarakhand,Almora,Ranikhet,Rock,2011,1000–1500 m,40–50°,1500–2000 mm,10–50 m,2010s,3,5,2,2
20107,29.558934,79.39725,972.0,44.0,1781.0,23.7,32.7,43.6,40.1,33.2,15.7,0.157,Tree cover,184.5,Uttarakhand,Nainital,Betalghat,Rock,2011,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
20109,29.561249,79.141339,796.0,43.37,1775.0,23.8,34.2,42.0,39.4,34.5,16.1,0.161,Tree cover,753.8,Uttarakhand,Almora,Sult,Rock,2014,500–1000 m,40–50°,1500–2000 mm,500–1000 m,2010s,2,5,2,5
20110,29.561459,79.213104,1481.0,42.87,1827.0,23.5,30.9,45.6,39.7,34.6,15.6,0.156,Grassland,457.3,Uttarakhand,Almora,Sult,Rock,2011,1000–1500 m,40–50°,1500–2000 mm,100–500 m,2010s,3,5,2,4
20111,29.5618,79.3344,952.0,44.23,1794.0,22.8,33.6,43.6,39.2,34.8,17.0,0.17,Tree cover,50.2,Uttarakhand,Nainital,Betalghat,Debris,2014,500–1000 m,40–50°,1500–2000 mm,50–100 m,2010s,2,5,2,3
20112,29.5622,79.3341,974.0,40.23,1794.0,22.8,33.6,43.6,39.2,34.8,17.0,0.17,Tree cover,19.6,Uttarakhand,Nainital,Betalghat,Debris,2014,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
20113,29.563205,79.228522,1276.0,40.0,1793.0,23.1,30.0,46.9,38.5,35.0,16.8,0.168,Tree cover,21.3,Uttarakhand,Almora,Machhor,Rock,2015,1000–1500 m,30–40°,1500–2000 mm,10–50 m,2010s,3,4,2,2
